,name,group_order,prd_tuples
590,B_2^4+A_2^1+B_2^1,64,"[(2, 4, 2), (2, 1, 1), (2, 1, 2)]"
591,C_2^4+A_2^1+B_2^1,64,"[(2, 4, 3), (2, 1, 1), (2, 1, 2)]"
592,D_2^4+A_2^1+B_2^1,64,"[(2, 4, 4), (2, 1, 1), (2, 1, 2)]"
593,A_2^4+B_2^1+B_2^1,64,"[(2, 4, 1), (2, 1, 2), (2, 1, 2)]"
594,B_2^4+B_2^1+B_2^1,64,"[(2, 4, 2), (2, 1, 2), (2, 1, 2)]"
595,C_2^4+B_2^1+B_2^1,64,"[(2, 4, 3), (2, 1, 2), (2, 1, 2)]"
596,D_2^4+B_2^1+B_2^1,64,"[(2, 4, 4), (2, 1, 2), (2, 1, 2)]"
597,A_2^4+E_2^1,64,"[(2, 4, 1), (2, 1, 5)]"
598,B_2^4+E_2^1,64,"[(2, 4, 2), (2, 1, 5)]"
599,C_2^4+E_2^1,64,"[(2, 4, 3), (2, 1, 5)]"
600,D_2^4+E_2^1,64,"[(2, 4, 4), (2, 1, 5)]"
601,A_2^4+F_2^1,64,"[(2, 4, 1), (2, 1, 6)]"
602,B_2^4+F_2^1,64,"[(2, 4, 2), (2, 1, 6)]"
603,C_2^4+F_2^1,64,"[(2, 4, 3), (2, 1, 6)]"
604,D_2^4+F_2^1,64,"[(2, 4, 4), (2, 1, 6)]"
605,A_2^3+A_2^3,64,"[(2, 3, 1), (2, 3, 1)]"
606,A_2^3+B_2^3,64,"[(2, 3, 1), (2, 3, 2)]"
607,B_2^3+B_2^3,64,"[(2, 3, 2), (2, 3, 2)]"
608,A_2^3+C_2^3,64,"[(2, 3, 1), (2, 3, 3)]"
609,B_2^3+C_2^3,64,"[(2, 3, 2), (2, 3, 3)]"
610,B_2^3+D_2^3,64,"[(2, 3, 2), (2, 3, 4)]"
611,E_2^3,64,"[(2, 3, 5)]"
612,F_2^3,64,"[(2, 3, 6)]"
613,A_2^3+A_2^2+A_2^1,64,"[(2, 3, 1), (2, 2, 1), (2, 1, 1)]"
614,B_2^3+A_2^2+A_2^1,64,"[(2, 3, 2), (2, 2, 1), (2, 1, 1)]"
615,B_2^3+B_2^2+A_2^1,64,"[(2, 3, 2), (2, 2, 2), (2, 1, 1)]"
616,B_2^3+C_2^2+A_2^1,64,"[(2, 3, 2), (2, 2, 3), (2, 1, 1)]"
617,A_2^3+A_2^1+A_2^1+A_2^1,64,"[(2, 3, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1)]"
618,B_2^3+A_2^1+A_2^1+A_2^1,64,"[(2, 3, 2), (2, 1, 1), (2, 1, 1), (2, 1, 1)]"
619,A_2^3+A_2^1+A_2^1+B_2^1,64,"[(2, 3, 1), (2, 1, 1), (2, 1, 1), (2, 1, 2)]"
620,B_2^3+A_2^1+A_2^1+B_2^1,64,"[(2, 3, 2), (2, 1, 1), (2, 1, 1), (2, 1, 2)]"
621,A_2^3+A_2^1+B_2^1+B_2^1,64,"[(2, 3, 1), (2, 1, 1), (2, 1, 2), (2, 1, 2)]"
622,B_2^3+A_2^1+B_2^1+B_2^1,64,"[(2, 3, 2), (2, 1, 1), (2, 1, 2), (2, 1, 2)]"
623,A_2^3+B_2^1+B_2^1+B_2^1,64,"[(2, 3, 1), (2, 1, 2), (2, 1, 2), (2, 1, 2)]"
624,B_2^3+B_2^1+B_2^1+B_2^1,64,"[(2, 3, 2), (2, 1, 2), (2, 1, 2), (2, 1, 2)]"
625,A_2^2+A_2^2+A_2^2,64,"[(2, 2, 1), (2, 2, 1), (2, 2, 1)]"
626,A_2^2+A_2^2+B_2^2,64,"[(2, 2, 1), (2, 2, 1), (2, 2, 2)]"
627,A_2^2+B_2^2+B_2^2,64,"[(2, 2, 1), (2, 2, 2), (2, 2, 2)]"
628,B_2^2+B_2^2+B_2^2,64,"[(2, 2, 2), (2, 2, 2), (2, 2, 2)]"
629,A_2^2+A_2^2+C_2^2,64,"[(2, 2, 1), (2, 2, 1), (2, 2, 3)]"
630,A_2^2+B_2^2+C_2^2,64,"[(2, 2, 1), (2, 2, 2), (2, 2, 3)]"
631,B_2^2+B_2^2+C_2^2,64,"[(2, 2, 2), (2, 2, 2), (2, 2, 3)]"
632,B_2^2+B_2^2+D_2^2,64,"[(2, 2, 2), (2, 2, 2), (2, 2, 4)]"
633,A_2^2+A_2^2+A_2^1+A_2^1,64,"[(2, 2, 1), (2, 2, 1), (2, 1, 1), (2, 1, 1)]"
634,A_2^2+B_2^2+A_2^1+A_2^1,64,"[(2, 2, 1), (2, 2, 2), (2, 1, 1), (2, 1, 1)]"
635,B_2^2+B_2^2+A_2^1+A_2^1,64,"[(2, 2, 2), (2, 2, 2), (2, 1, 1), (2, 1, 1)]"
636,B_2^2+C_2^2+A_2^1+A_2^1,64,"[(2, 2, 2), (2, 2, 3), (2, 1, 1), (2, 1, 1)]"
637,E_2^2+A_2^1+A_2^1,64,"[(2, 2, 5), (2, 1, 1), (2, 1, 1)]"
638,E_2^2+A_2^1+B_2^1,64,"[(2, 2, 5), (2, 1, 1), (2, 1, 2)]"
639,E_2^2+B_2^1+B_2^1,64,"[(2, 2, 5), (2, 1, 2), (2, 1, 2)]"
640,A_2^2+A_2^2+E_2^1,64,"[(2, 2, 1), (2, 2, 1), (2, 1, 5)]"
641,A_2^2+B_2^2+E_2^1,64,"[(2, 2, 1), (2, 2, 2), (2, 1, 5)]"
642,B_2^2+B_2^2+E_2^1,64,"[(2, 2, 2), (2, 2, 2), (2, 1, 5)]"
643,A_2^2+C_2^2+E_2^1,64,"[(2, 2, 1), (2, 2, 3), (2, 1, 5)]"
644,B_2^2+C_2^2+E_2^1,64,"[(2, 2, 2), (2, 2, 3), (2, 1, 5)]"
645,B_2^2+D_2^2+E_2^1,64,"[(2, 2, 2), (2, 2, 4), (2, 1, 5)]"
646,E_2^2+E_2^1,64,"[(2, 2, 5), (2, 1, 5)]"
647,F_2^2+E_2^1,64,"[(2, 2, 6), (2, 1, 5)]"
648,E_2^2+F_2^1,64,"[(2, 2, 5), (2, 1, 6)]"
649,F_2^2+F_2^1,64,"[(2, 2, 6), (2, 1, 6)]"
650,A_2^2+A_2^1+A_2^1+A_2^1+A_2^1,64,"[(2, 2, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1)]"
651,B_2^2+A_2^1+A_2^1+A_2^1+A_2^1,64,"[(2, 2, 2), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1)]"
652,C_2^2+A_2^1+A_2^1+A_2^1+A_2^1,64,"[(2, 2, 3), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1)]"
653,D_2^2+A_2^1+A_2^1+A_2^1+A_2^1,64,"[(2, 2, 4), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1)]"
654,A_2^2+E_2^1+E_2^1,64,"[(2, 2, 1), (2, 1, 5), (2, 1, 5)]"
655,B_2^2+E_2^1+E_2^1,64,"[(2, 2, 2), (2, 1, 5), (2, 1, 5)]"
656,C_2^2+E_2^1+E_2^1,64,"[(2, 2, 3), (2, 1, 5), (2, 1, 5)]"
657,D_2^2+E_2^1+E_2^1,64,"[(2, 2, 4), (2, 1, 5), (2, 1, 5)]"
658,A_2^1+A_2^1+A_2^1+A_2^1+A_2^1+A_2^1,64,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1)]"
659,A_2^1+A_2^1+A_2^1+A_2^1+A_2^1+B_2^1,64,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 2)]"
660,A_2^1+A_2^1+A_2^1+A_2^1+B_2^1+B_2^1,64,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 2), (2, 1, 2)]"
661,A_2^1+A_2^1+A_2^1+B_2^1+B_2^1+B_2^1,64,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 2), (2, 1, 2), (2, 1, 2)]"
662,E_2^1+E_2^1+E_2^1,64,"[(2, 1, 5), (2, 1, 5), (2, 1, 5)]"
663,E_2^1+E_2^1+F_2^1,64,"[(2, 1, 5), (2, 1, 5), (2, 1, 6)]"
664,A_5^1+A_13^1,65,"[(5, 1, 1), (13, 1, 1)]"
665,B_5^1+A_13^1,65,"[(5, 1, 2), (13, 1, 1)]"
666,A_5^1+B_13^1,65,"[(5, 1, 1), (13, 1, 2)]"
667,B_5^1+B_13^1,65,"[(5, 1, 2), (13, 1, 2)]"
668,A_2^1+A_3^1+A_11^1,66,"[(2, 1, 1), (3, 1, 1), (11, 1, 1)]"
669,B_2^1+A_3^1+A_11^1,66,"[(2, 1, 2), (3, 1, 1), (11, 1, 1)]"
670,A_2^1+B_3^1+A_11^1,66,"[(2, 1, 1), (3, 1, 2), (11, 1, 1)]"
671,B_2^1+B_3^1+A_11^1,66,"[(2, 1, 2), (3, 1, 2), (11, 1, 1)]"
672,A_2^1+A_3^1+B_11^1,66,"[(2, 1, 1), (3, 1, 1), (11, 1, 2)]"
673,B_2^1+A_3^1+B_11^1,66,"[(2, 1, 2), (3, 1, 1), (11, 1, 2)]"
674,A_2^1+B_3^1+B_11^1,66,"[(2, 1, 1), (3, 1, 2), (11, 1, 2)]"
675,B_2^1+B_3^1+B_11^1,66,"[(2, 1, 2), (3, 1, 2), (11, 1, 2)]"
676,A_67^1,67,"[(67, 1, 1)]"
677,B_67^1,67,"[(67, 1, 2)]"
678,A_2^2+A_17^1,68,"[(2, 2, 1), (17, 1, 1)]"
679,B_2^2+A_17^1,68,"[(2, 2, 2), (17, 1, 1)]"
680,C_2^2+A_17^1,68,"[(2, 2, 3), (17, 1, 1)]"
681,D_2^2+A_17^1,68,"[(2, 2, 4), (17, 1, 1)]"
682,A_2^2+B_17^1,68,"[(2, 2, 1), (17, 1, 2)]"
683,B_2^2+B_17^1,68,"[(2, 2, 2), (17, 1, 2)]"
684,C_2^2+B_17^1,68,"[(2, 2, 3), (17, 1, 2)]"
685,D_2^2+B_17^1,68,"[(2, 2, 4), (17, 1, 2)]"
686,A_2^1+A_2^1+A_17^1,68,"[(2, 1, 1), (2, 1, 1), (17, 1, 1)]"
687,A_2^1+B_2^1+A_17^1,68,"[(2, 1, 1), (2, 1, 2), (17, 1, 1)]"
688,B_2^1+B_2^1+A_17^1,68,"[(2, 1, 2), (2, 1, 2), (17, 1, 1)]"
689,E_2^1+A_17^1,68,"[(2, 1, 5), (17, 1, 1)]"
690,F_2^1+A_17^1,68,"[(2, 1, 6), (17, 1, 1)]"
691,A_2^1+A_2^1+B_17^1,68,"[(2, 1, 1), (2, 1, 1), (17, 1, 2)]"
692,A_2^1+B_2^1+B_17^1,68,"[(2, 1, 1), (2, 1, 2), (17, 1, 2)]"
693,B_2^1+B_2^1+B_17^1,68,"[(2, 1, 2), (2, 1, 2), (17, 1, 2)]"
694,E_2^1+B_17^1,68,"[(2, 1, 5), (17, 1, 2)]"
695,F_2^1+B_17^1,68,"[(2, 1, 6), (17, 1, 2)]"
696,A_3^1+A_23^1,69,"[(3, 1, 1), (23, 1, 1)]"
697,B_3^1+A_23^1,69,"[(3, 1, 2), (23, 1, 1)]"
698,A_3^1+B_23^1,69,"[(3, 1, 1), (23, 1, 2)]"
699,B_3^1+B_23^1,69,"[(3, 1, 2), (23, 1, 2)]"
700,A_2^1+A_5^1+A_7^1,70,"[(2, 1, 1), (5, 1, 1), (7, 1, 1)]"
701,B_2^1+A_5^1+A_7^1,70,"[(2, 1, 2), (5, 1, 1), (7, 1, 1)]"
702,A_2^1+B_5^1+A_7^1,70,"[(2, 1, 1), (5, 1, 2), (7, 1, 1)]"
703,B_2^1+B_5^1+A_7^1,70,"[(2, 1, 2), (5, 1, 2), (7, 1, 1)]"
704,A_2^1+A_5^1+B_7^1,70,"[(2, 1, 1), (5, 1, 1), (7, 1, 2)]"
705,B_2^1+A_5^1+B_7^1,70,"[(2, 1, 2), (5, 1, 1), (7, 1, 2)]"
706,A_2^1+B_5^1+B_7^1,70,"[(2, 1, 1), (5, 1, 2), (7, 1, 2)]"
707,B_2^1+B_5^1+B_7^1,70,"[(2, 1, 2), (5, 1, 2), (7, 1, 2)]"
708,A_71^1,71,"[(71, 1, 1)]"
709,B_71^1,71,"[(71, 1, 2)]"
710,A_2^3+A_3^2,72,"[(2, 3, 1), (3, 2, 1)]"
711,B_2^3+A_3^2,72,"[(2, 3, 2), (3, 2, 1)]"
712,C_2^3+A_3^2,72,"[(2, 3, 3), (3, 2, 1)]"
713,D_2^3+A_3^2,72,"[(2, 3, 4), (3, 2, 1)]"
714,A_2^3+B_3^2,72,"[(2, 3, 1), (3, 2, 2)]"
715,B_2^3+B_3^2,72,"[(2, 3, 2), (3, 2, 2)]"
716,C_2^3+B_3^2,72,"[(2, 3, 3), (3, 2, 2)]"
717,D_2^3+B_3^2,72,"[(2, 3, 4), (3, 2, 2)]"
718,A_2^3+A_3^1+A_3^1,72,"[(2, 3, 1), (3, 1, 1), (3, 1, 1)]"
719,B_2^3+A_3^1+A_3^1,72,"[(2, 3, 2), (3, 1, 1), (3, 1, 1)]"
720,C_2^3+A_3^1+A_3^1,72,"[(2, 3, 3), (3, 1, 1), (3, 1, 1)]"
721,D_2^3+A_3^1+A_3^1,72,"[(2, 3, 4), (3, 1, 1), (3, 1, 1)]"
722,A_2^2+A_2^1+A_3^2,72,"[(2, 2, 1), (2, 1, 1), (3, 2, 1)]"
723,B_2^2+A_2^1+A_3^2,72,"[(2, 2, 2), (2, 1, 1), (3, 2, 1)]"
724,C_2^2+A_2^1+A_3^2,72,"[(2, 2, 3), (2, 1, 1), (3, 2, 1)]"
725,D_2^2+A_2^1+A_3^2,72,"[(2, 2, 4), (2, 1, 1), (3, 2, 1)]"
726,A_2^2+A_2^1+B_3^2,72,"[(2, 2, 1), (2, 1, 1), (3, 2, 2)]"
727,B_2^2+A_2^1+B_3^2,72,"[(2, 2, 2), (2, 1, 1), (3, 2, 2)]"
728,C_2^2+A_2^1+B_3^2,72,"[(2, 2, 3), (2, 1, 1), (3, 2, 2)]"
729,D_2^2+A_2^1+B_3^2,72,"[(2, 2, 4), (2, 1, 1), (3, 2, 2)]"
730,A_2^2+A_2^1+A_3^1+A_3^1,72,"[(2, 2, 1), (2, 1, 1), (3, 1, 1), (3, 1, 1)]"
731,B_2^2+A_2^1+A_3^1+A_3^1,72,"[(2, 2, 2), (2, 1, 1), (3, 1, 1), (3, 1, 1)]"
732,C_2^2+A_2^1+A_3^1+A_3^1,72,"[(2, 2, 3), (2, 1, 1), (3, 1, 1), (3, 1, 1)]"
733,D_2^2+A_2^1+A_3^1+A_3^1,72,"[(2, 2, 4), (2, 1, 1), (3, 1, 1), (3, 1, 1)]"
734,A_2^1+A_2^1+A_2^1+A_3^2,72,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (3, 2, 1)]"
735,A_2^1+A_2^1+B_2^1+A_3^2,72,"[(2, 1, 1), (2, 1, 1), (2, 1, 2), (3, 2, 1)]"
736,A_2^1+B_2^1+B_2^1+A_3^2,72,"[(2, 1, 1), (2, 1, 2), (2, 1, 2), (3, 2, 1)]"
737,B_2^1+B_2^1+B_2^1+A_3^2,72,"[(2, 1, 2), (2, 1, 2), (2, 1, 2), (3, 2, 1)]"
738,A_2^1+A_2^1+A_2^1+B_3^2,72,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (3, 2, 2)]"
739,A_2^1+A_2^1+B_2^1+B_3^2,72,"[(2, 1, 1), (2, 1, 1), (2, 1, 2), (3, 2, 2)]"
740,A_2^1+B_2^1+B_2^1+B_3^2,72,"[(2, 1, 1), (2, 1, 2), (2, 1, 2), (3, 2, 2)]"
741,B_2^1+B_2^1+B_2^1+B_3^2,72,"[(2, 1, 2), (2, 1, 2), (2, 1, 2), (3, 2, 2)]"
742,A_2^1+A_2^1+A_2^1+A_3^1+A_3^1,72,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (3, 1, 1), (3, 1, 1)]"
743,A_2^1+A_2^1+B_2^1+A_3^1+A_3^1,72,"[(2, 1, 1), (2, 1, 1), (2, 1, 2), (3, 1, 1), (3, 1, 1)]"
744,A_2^1+B_2^1+B_2^1+A_3^1+A_3^1,72,"[(2, 1, 1), (2, 1, 2), (2, 1, 2), (3, 1, 1), (3, 1, 1)]"
745,B_2^1+B_2^1+B_2^1+A_3^1+A_3^1,72,"[(2, 1, 2), (2, 1, 2), (2, 1, 2), (3, 1, 1), (3, 1, 1)]"
746,A_73^1,73,"[(73, 1, 1)]"
747,B_73^1,73,"[(73, 1, 2)]"
748,A_2^1+A_37^1,74,"[(2, 1, 1), (37, 1, 1)]"
749,B_2^1+A_37^1,74,"[(2, 1, 2), (37, 1, 1)]"
750,A_2^1+B_37^1,74,"[(2, 1, 1), (37, 1, 2)]"
751,B_2^1+B_37^1,74,"[(2, 1, 2), (37, 1, 2)]"
752,A_3^1+A_5^2,75,"[(3, 1, 1), (5, 2, 1)]"
753,B_3^1+A_5^2,75,"[(3, 1, 2), (5, 2, 1)]"
754,A_3^1+B_5^2,75,"[(3, 1, 1), (5, 2, 2)]"
755,B_3^1+B_5^2,75,"[(3, 1, 2), (5, 2, 2)]"
756,A_3^1+A_5^1+A_5^1,75,"[(3, 1, 1), (5, 1, 1), (5, 1, 1)]"
757,B_3^1+A_5^1+A_5^1,75,"[(3, 1, 2), (5, 1, 1), (5, 1, 1)]"
758,A_2^2+A_19^1,76,"[(2, 2, 1), (19, 1, 1)]"
759,B_2^2+A_19^1,76,"[(2, 2, 2), (19, 1, 1)]"
760,C_2^2+A_19^1,76,"[(2, 2, 3), (19, 1, 1)]"
761,D_2^2+A_19^1,76,"[(2, 2, 4), (19, 1, 1)]"
762,A_2^2+B_19^1,76,"[(2, 2, 1), (19, 1, 2)]"
763,B_2^2+B_19^1,76,"[(2, 2, 2), (19, 1, 2)]"
764,C_2^2+B_19^1,76,"[(2, 2, 3), (19, 1, 2)]"
765,D_2^2+B_19^1,76,"[(2, 2, 4), (19, 1, 2)]"
766,A_2^1+A_2^1+A_19^1,76,"[(2, 1, 1), (2, 1, 1), (19, 1, 1)]"
767,A_2^1+B_2^1+A_19^1,76,"[(2, 1, 1), (2, 1, 2), (19, 1, 1)]"
768,B_2^1+B_2^1+A_19^1,76,"[(2, 1, 2), (2, 1, 2), (19, 1, 1)]"
769,E_2^1+A_19^1,76,"[(2, 1, 5), (19, 1, 1)]"
770,F_2^1+A_19^1,76,"[(2, 1, 6), (19, 1, 1)]"
771,A_2^1+A_2^1+B_19^1,76,"[(2, 1, 1), (2, 1, 1), (19, 1, 2)]"
772,A_2^1+B_2^1+B_19^1,76,"[(2, 1, 1), (2, 1, 2), (19, 1, 2)]"
773,B_2^1+B_2^1+B_19^1,76,"[(2, 1, 2), (2, 1, 2), (19, 1, 2)]"
774,E_2^1+B_19^1,76,"[(2, 1, 5), (19, 1, 2)]"
775,F_2^1+B_19^1,76,"[(2, 1, 6), (19, 1, 2)]"
776,A_7^1+A_11^1,77,"[(7, 1, 1), (11, 1, 1)]"
777,B_7^1+A_11^1,77,"[(7, 1, 2), (11, 1, 1)]"
778,A_7^1+B_11^1,77,"[(7, 1, 1), (11, 1, 2)]"
779,B_7^1+B_11^1,77,"[(7, 1, 2), (11, 1, 2)]"
780,A_2^1+A_3^1+A_13^1,78,"[(2, 1, 1), (3, 1, 1), (13, 1, 1)]"
781,B_2^1+A_3^1+A_13^1,78,"[(2, 1, 2), (3, 1, 1), (13, 1, 1)]"
782,A_2^1+B_3^1+A_13^1,78,"[(2, 1, 1), (3, 1, 2), (13, 1, 1)]"
783,B_2^1+B_3^1+A_13^1,78,"[(2, 1, 2), (3, 1, 2), (13, 1, 1)]"
784,A_2^1+A_3^1+B_13^1,78,"[(2, 1, 1), (3, 1, 1), (13, 1, 2)]"
785,B_2^1+A_3^1+B_13^1,78,"[(2, 1, 2), (3, 1, 1), (13, 1, 2)]"
786,A_2^1+B_3^1+B_13^1,78,"[(2, 1, 1), (3, 1, 2), (13, 1, 2)]"
787,B_2^1+B_3^1+B_13^1,78,"[(2, 1, 2), (3, 1, 2), (13, 1, 2)]"
788,A_79^1,79,"[(79, 1, 1)]"
789,B_79^1,79,"[(79, 1, 2)]"
790,A_2^4+A_5^1,80,"[(2, 4, 1), (5, 1, 1)]"
791,B_2^4+A_5^1,80,"[(2, 4, 2), (5, 1, 1)]"
792,C_2^4+A_5^1,80,"[(2, 4, 3), (5, 1, 1)]"
793,D_2^4+A_5^1,80,"[(2, 4, 4), (5, 1, 1)]"
794,A_2^4+B_5^1,80,"[(2, 4, 1), (5, 1, 2)]"
795,B_2^4+B_5^1,80,"[(2, 4, 2), (5, 1, 2)]"
796,C_2^4+B_5^1,80,"[(2, 4, 3), (5, 1, 2)]"
797,D_2^4+B_5^1,80,"[(2, 4, 4), (5, 1, 2)]"
798,A_2^3+A_2^1+A_5^1,80,"[(2, 3, 1), (2, 1, 1), (5, 1, 1)]"
799,B_2^3+A_2^1+A_5^1,80,"[(2, 3, 2), (2, 1, 1), (5, 1, 1)]"
800,A_2^3+B_2^1+A_5^1,80,"[(2, 3, 1), (2, 1, 2), (5, 1, 1)]"
801,B_2^3+B_2^1+A_5^1,80,"[(2, 3, 2), (2, 1, 2), (5, 1, 1)]"
802,A_2^3+A_2^1+B_5^1,80,"[(2, 3, 1), (2, 1, 1), (5, 1, 2)]"
803,B_2^3+A_2^1+B_5^1,80,"[(2, 3, 2), (2, 1, 1), (5, 1, 2)]"
804,A_2^3+B_2^1+B_5^1,80,"[(2, 3, 1), (2, 1, 2), (5, 1, 2)]"
805,B_2^3+B_2^1+B_5^1,80,"[(2, 3, 2), (2, 1, 2), (5, 1, 2)]"
806,A_2^2+A_2^2+A_5^1,80,"[(2, 2, 1), (2, 2, 1), (5, 1, 1)]"
807,A_2^2+B_2^2+A_5^1,80,"[(2, 2, 1), (2, 2, 2), (5, 1, 1)]"
808,B_2^2+B_2^2+A_5^1,80,"[(2, 2, 2), (2, 2, 2), (5, 1, 1)]"
809,A_2^2+C_2^2+A_5^1,80,"[(2, 2, 1), (2, 2, 3), (5, 1, 1)]"
810,B_2^2+C_2^2+A_5^1,80,"[(2, 2, 2), (2, 2, 3), (5, 1, 1)]"
811,B_2^2+D_2^2+A_5^1,80,"[(2, 2, 2), (2, 2, 4), (5, 1, 1)]"
812,E_2^2+A_5^1,80,"[(2, 2, 5), (5, 1, 1)]"
813,F_2^2+A_5^1,80,"[(2, 2, 6), (5, 1, 1)]"
814,A_2^2+A_2^2+B_5^1,80,"[(2, 2, 1), (2, 2, 1), (5, 1, 2)]"
815,A_2^2+B_2^2+B_5^1,80,"[(2, 2, 1), (2, 2, 2), (5, 1, 2)]"
816,B_2^2+B_2^2+B_5^1,80,"[(2, 2, 2), (2, 2, 2), (5, 1, 2)]"
817,A_2^2+C_2^2+B_5^1,80,"[(2, 2, 1), (2, 2, 3), (5, 1, 2)]"
818,B_2^2+C_2^2+B_5^1,80,"[(2, 2, 2), (2, 2, 3), (5, 1, 2)]"
819,B_2^2+D_2^2+B_5^1,80,"[(2, 2, 2), (2, 2, 4), (5, 1, 2)]"
820,E_2^2+B_5^1,80,"[(2, 2, 5), (5, 1, 2)]"
821,F_2^2+B_5^1,80,"[(2, 2, 6), (5, 1, 2)]"
822,A_2^2+A_2^1+A_2^1+A_5^1,80,"[(2, 2, 1), (2, 1, 1), (2, 1, 1), (5, 1, 1)]"
823,B_2^2+A_2^1+A_2^1+A_5^1,80,"[(2, 2, 2), (2, 1, 1), (2, 1, 1), (5, 1, 1)]"
824,C_2^2+A_2^1+A_2^1+A_5^1,80,"[(2, 2, 3), (2, 1, 1), (2, 1, 1), (5, 1, 1)]"
825,D_2^2+A_2^1+A_2^1+A_5^1,80,"[(2, 2, 4), (2, 1, 1), (2, 1, 1), (5, 1, 1)]"
826,A_2^2+E_2^1+A_5^1,80,"[(2, 2, 1), (2, 1, 5), (5, 1, 1)]"
827,B_2^2+E_2^1+A_5^1,80,"[(2, 2, 2), (2, 1, 5), (5, 1, 1)]"
828,C_2^2+E_2^1+A_5^1,80,"[(2, 2, 3), (2, 1, 5), (5, 1, 1)]"
829,D_2^2+E_2^1+A_5^1,80,"[(2, 2, 4), (2, 1, 5), (5, 1, 1)]"
830,A_2^2+A_2^1+A_2^1+B_5^1,80,"[(2, 2, 1), (2, 1, 1), (2, 1, 1), (5, 1, 2)]"
831,B_2^2+A_2^1+A_2^1+B_5^1,80,"[(2, 2, 2), (2, 1, 1), (2, 1, 1), (5, 1, 2)]"
832,C_2^2+A_2^1+A_2^1+B_5^1,80,"[(2, 2, 3), (2, 1, 1), (2, 1, 1), (5, 1, 2)]"
833,D_2^2+A_2^1+A_2^1+B_5^1,80,"[(2, 2, 4), (2, 1, 1), (2, 1, 1), (5, 1, 2)]"
834,A_2^2+E_2^1+B_5^1,80,"[(2, 2, 1), (2, 1, 5), (5, 1, 2)]"
835,B_2^2+E_2^1+B_5^1,80,"[(2, 2, 2), (2, 1, 5), (5, 1, 2)]"
836,C_2^2+E_2^1+B_5^1,80,"[(2, 2, 3), (2, 1, 5), (5, 1, 2)]"
837,D_2^2+E_2^1+B_5^1,80,"[(2, 2, 4), (2, 1, 5), (5, 1, 2)]"
838,A_2^1+A_2^1+A_2^1+A_2^1+A_5^1,80,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (5, 1, 1)]"
839,A_2^1+A_2^1+A_2^1+B_2^1+A_5^1,80,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 2), (5, 1, 1)]"
840,A_2^1+A_2^1+B_2^1+B_2^1+A_5^1,80,"[(2, 1, 1), (2, 1, 1), (2, 1, 2), (2, 1, 2), (5, 1, 1)]"
841,A_2^1+B_2^1+B_2^1+B_2^1+A_5^1,80,"[(2, 1, 1), (2, 1, 2), (2, 1, 2), (2, 1, 2), (5, 1, 1)]"
842,E_2^1+E_2^1+A_5^1,80,"[(2, 1, 5), (2, 1, 5), (5, 1, 1)]"
843,E_2^1+F_2^1+A_5^1,80,"[(2, 1, 5), (2, 1, 6), (5, 1, 1)]"
844,A_2^1+A_2^1+A_2^1+A_2^1+B_5^1,80,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (5, 1, 2)]"
845,A_2^1+A_2^1+A_2^1+B_2^1+B_5^1,80,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 2), (5, 1, 2)]"
846,A_2^1+A_2^1+B_2^1+B_2^1+B_5^1,80,"[(2, 1, 1), (2, 1, 1), (2, 1, 2), (2, 1, 2), (5, 1, 2)]"
847,A_2^1+B_2^1+B_2^1+B_2^1+B_5^1,80,"[(2, 1, 1), (2, 1, 2), (2, 1, 2), (2, 1, 2), (5, 1, 2)]"
848,E_2^1+E_2^1+B_5^1,80,"[(2, 1, 5), (2, 1, 5), (5, 1, 2)]"
849,E_2^1+F_2^1+B_5^1,80,"[(2, 1, 5), (2, 1, 6), (5, 1, 2)]"
850,A_3^4,81,"[(3, 4, 1)]"
851,B_3^4,81,"[(3, 4, 2)]"
852,A_3^3+A_3^1,81,"[(3, 3, 1), (3, 1, 1)]"
853,B_3^3+A_3^1,81,"[(3, 3, 2), (3, 1, 1)]"
854,A_3^3+B_3^1,81,"[(3, 3, 1), (3, 1, 2)]"
855,B_3^3+B_3^1,81,"[(3, 3, 2), (3, 1, 2)]"
856,A_3^2+A_3^2,81,"[(3, 2, 1), (3, 2, 1)]"
857,A_3^2+A_3^1+A_3^1,81,"[(3, 2, 1), (3, 1, 1), (3, 1, 1)]"
